City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,as suwayq,23.8494,57.4386,27.18,36,0,0.5,OM,1712329748
368,longquan,24.6719,102.1613,17.37,52,1,2.05,CN,1712329748
369,wotho,10.1657,166.0102,26.99,79,89,8.72,MH,1712329748
370,ushtobe,45.2514,77.9838,14.34,33,34,1.53,KZ,1712329748
371,lazaro cardenas,17.9583,-102.2,25.97,32,0,0.39,MX,1712329464
372,lompoc,34.6391,-120.4579,8.4,85,75,2.24,US,1712329749
373,afaahiti,-17.75,-149.2833,25.93,83,77,5.24,PF,1712329749
374,sao vicente,-23.9631,-46.3919,35.15,69,5,2.68,BR,1712329619
375,kuytun,54.3419,101.5036,0.63,99,100,2.0,RU,1712329749
376,ciudad bolivar,8.1222,-63.5497,34.64,40,79,5.24,VE,1712329533
377,alvaraes,-3.2208,-64.8042,29.93,69,98,1.36,BR,1712329749
378,hami,42.8,93.45,13.87,27,79,3.97,CN,1712329705
379,sychevka,55.8252,34.2736,4.77,53,30,4.07,RU,1712329749
380,mozhaysk,55.5019,36.0272,4.18,52,2,2.66,RU,1712329749
381,shush,32.1942,48.2436,28.1,28,0,1.47,IR,1712329750
382,petropavlovsk-kamchatsky,53.0452,158.6483,-4.57,77,100,3.58,RU,1712329750
383,chegdomyn,51.1167,133.0167,-1.73,81,100,2.16,RU,1712329750
384,palikir - national government center,6.9248,158.1611,27.65,76,100,8.19,FM,1712329750
385,cabinda,-5.55,12.2,30.02,71,74,3.82,AO,1712329469
386,riberalta,-10.9833,-66.1,31.11,74,75,3.09,BO,1712329750
387,tocache,-8.1842,-76.5125,23.63,93,97,0.59,PE,1712329750
388,nema,57.5067,50.5011,-3.34,80,100,4.85,RU,1712329751
389,lichinga,-13.3128,35.2406,20.42,94,94,2.37,MZ,1712329751
390,forbes,-33.3833,148.0167,15.51,97,100,2.25,AU,1712329751
391,porto novo,6.4965,2.6036,32.53,57,83,5.63,BJ,1712329751
392,bac lieu,9.285,105.7244,28.22,74,22,4.62,VN,1712329751
393,padangsidempuan,1.3667,99.2667,23.07,99,100,0.9,ID,1712329751
394,timon,-5.0942,-42.8367,32.2,61,95,1.43,BR,1712329751
395,queenstown,-31.8976,26.8753,14.56,74,93,4.87,ZA,1712329751
396,nelson bay,-32.7167,152.15,21.17,97,100,15.2,AU,1712329751
397,tuszyn,51.6095,19.5301,17.2,53,20,5.66,PL,1712329752
398,quesnel,52.9999,-122.5029,-0.48,65,7,2.03,CA,1712329752
399,sinaloa de leyva,25.8333,-108.2333,20.9,34,78,2.75,MX,1712329752
400,salalah,17.0151,54.0924,27.36,66,13,2.52,OM,1712329752
401,yarmouth,41.7057,-70.2286,8.39,68,40,7.72,US,1712329752
402,kudahuvadhoo,2.6708,72.8944,29.3,74,100,3.75,MV,1712329752
403,mount gambier,-37.8333,140.7667,11.31,93,43,2.36,AU,1712329752
404,al minya,28.1099,30.7503,31.24,12,0,7.53,EG,1712329752
405,tongliao,43.6125,122.2653,10.5,23,0,6.6,CN,1712329752
406,alesund,62.4723,6.1549,6.51,65,20,4.12,NO,1712329506
407,kanbe,16.7053,96.0017,30.03,56,0,4.72,MM,1712329753
408,centar zupa,41.4681,20.5589,18.85,43,39,2.74,MK,1712329753
409,bakanas,44.8081,76.2772,18.07,27,100,2.78,KZ,1712329753
410,mil'kovo,55.6078,37.7956,4.27,45,8,3.18,RU,1712329753
411,la ferte-mace,48.59,-0.358,13.79,87,99,7.04,FR,1712329518
412,namsos,64.4662,11.4957,1.95,60,40,5.14,NO,1712329753
413,newman,37.3138,-121.0208,6.13,92,84,1.34,US,1712329754
414,jieshi,22.8134,115.8257,21.92,85,100,8.52,CN,1712329754
415,puerto deseado,-47.7503,-65.8938,15.32,42,44,6.06,AR,1712329754
416,kenai,60.5544,-151.2583,-2.95,98,20,0.0,US,1712329754
417,ciudad lazaro cardenas,17.9583,-102.2,25.97,32,0,0.39,MX,1712329464
418,touros,-5.1989,-35.4608,29.76,69,100,3.39,BR,1712329652
419,rezina,47.7492,28.9622,13.4,70,100,7.9,MD,1712329754
420,caleta de carquin,-11.0925,-77.6267,23.96,79,72,4.76,PE,1712329755
421,shwebo,22.5667,95.7,35.46,21,92,1.99,MM,1712329755
422,praia da vitoria,38.7333,-27.0667,14.31,84,47,14.88,PT,1712329737
423,ta`u,-14.2336,-169.5144,28.54,78,100,4.83,AS,1712329755
424,miandrivazo,-19.5167,45.4667,31.04,54,15,2.41,MG,1712329755
425,nikolayevsk-on-amure,53.1406,140.73,-4.88,91,10,1.34,RU,1712329755
426,nouadhibou,20.931,-17.0347,20.99,73,75,8.75,MR,1712329755
427,kill devil hills,36.0307,-75.676,13.0,59,0,3.6,US,1712329549
428,echuca,-36.1333,144.75,16.09,88,100,4.59,AU,1712329755
429,nagato,34.3833,131.2,11.16,78,21,2.24,JP,1712329756
430,shakawe,-18.3667,21.85,24.19,68,100,0.91,BW,1712329756
431,lacombe,52.4668,-113.7353,-1.48,95,100,3.59,CA,1712329756
432,storvreta,59.9667,17.7,1.03,100,100,2.06,SE,1712329756
433,kievka,50.2619,71.5514,9.68,46,0,1.98,KZ,1712329756
434,merrill,45.1805,-89.6835,4.87,63,100,3.09,US,1712329659
435,aripuana,-9.1667,-60.6333,29.2,68,100,0.97,BR,1712329519
436,murudeshwara,14.0943,74.4845,27.27,74,0,1.33,IN,1712329757
437,crane,31.3974,-102.3501,19.83,24,77,10.76,US,1712329579
438,zhanjiang,21.2815,110.3427,24.38,87,0,7.4,CN,1712329757
439,leava,-14.3,-178.1667,28.28,77,100,5.95,WF,1712329757
440,tamandare,-8.7597,-35.1047,30.58,61,32,4.14,BR,1712329757
441,san pedro,14.35,121.0167,29.08,76,100,2.68,PH,1712329757
442,taroa,8.7058,171.2275,27.45,77,83,9.18,MH,1712329757
443,jianshui,23.6363,102.8264,22.64,36,0,2.55,CN,1712329758
444,metro,-5.1131,105.3067,25.27,92,100,3.09,ID,1712329741
445,trondheim,63.4305,10.3951,5.03,61,98,0.89,NO,1712329758
446,kralendijk,12.15,-68.2667,30.99,66,75,9.77,BQ,1712329758
447,boonville,38.9736,-92.7432,10.35,66,0,1.54,US,1712329758
448,metropolis,37.1512,-88.732,11.19,62,75,3.6,US,1712329580
449,irmo,34.086,-81.1832,14.21,49,20,1.54,US,1712329717
450,wenchang,30.904,118.4887,13.19,68,100,3.52,CN,1712329758
451,san luis de la loma,17.2706,-100.8939,27.49,46,2,1.08,MX,1712329759
452,okhotsk,59.3833,143.3,-9.3,96,61,1.58,RU,1712329475
453,xunchang,28.4543,104.715,16.52,89,100,1.58,CN,1712329759
454,dubbo,-32.25,148.6167,15.07,100,100,3.09,AU,1712329021
455,leer,53.2316,7.461,16.08,80,68,1.79,DE,1712329691
456,al kharijah,25.4514,30.5464,34.27,11,0,7.33,EG,1712329759
457,shawnee,39.05,-95.7669,13.64,48,0,2.57,US,1712329623
458,arno,60.1167,18.6333,0.44,92,100,2.88,SE,1712329759
459,priob'ye,62.5206,65.5964,-3.32,78,100,8.47,RU,1712329760
460,ovruch,51.3246,28.8035,9.27,91,100,2.99,UA,1712329760
461,lanskroun,49.9122,16.6119,18.97,61,98,3.23,CZ,1712329760
462,yeniseysk,58.4497,92.1703,0.53,99,100,1.79,RU,1712329760
463,mugia,43.1041,-9.2179,23.28,54,94,15.58,ES,1712329760
464,uray,60.1247,64.7758,6.04,92,100,5.81,RU,1712329760
465,ugoofaaru,5.6667,73.0,29.66,73,100,2.75,MV,1712329760
466,fortuna,40.5982,-124.1573,4.51,90,0,0.0,US,1712329591
467,rio preto da eva,-2.6994,-59.6997,26.14,95,98,0.96,BR,1712329519
468,redkino,56.6475,36.2967,3.95,46,6,2.6,RU,1712329572
469,uturoa,-16.7333,-151.4333,28.63,78,60,4.38,PF,1712329761
470,songea,-10.6833,35.65,21.55,92,100,2.14,TZ,1712329761
471,ivanivka,46.7208,34.553,14.26,40,50,4.11,UA,1712329761
472,hadibu,12.65,54.0333,27.53,68,13,2.97,YE,1712329761
473,camiri,-20.05,-63.5167,24.88,78,100,0.0,BO,1712329761
474,beaufort,5.3473,115.7455,25.04,93,85,0.9,MY,1712329522
475,moussoro,13.6408,16.4901,41.26,5,51,2.18,TD,1712329762
476,walvis bay,-22.9575,14.5053,24.53,53,0,6.17,NA,1712329528
477,mejit,10.2753,170.8646,26.84,76,99,9.36,MH,1712329762
478,sylacauga,33.1732,-86.2516,14.94,50,100,0.0,US,1712329747
479,puerto ayacucho,5.6639,-67.6236,32.52,56,58,2.4,VE,1712329536
480,weno,7.4515,151.8468,27.97,89,100,3.09,FM,1712329762
481,superior,46.7208,-92.1041,6.64,59,0,5.14,US,1712329762
482,manzini,-26.25,31.5,21.71,89,99,2.52,SZ,1712329763
483,moose jaw,50.4001,-105.5344,3.15,56,75,8.75,CA,1712329539
484,semey,50.4111,80.2275,10.96,63,49,3.33,KZ,1712329763
485,plainview,40.7765,-73.4673,8.71,58,75,7.72,US,1712329477
486,presque isle,46.6811,-68.0159,3.24,79,100,9.77,US,1712329689
487,mikuni,36.2171,136.1519,8.81,75,49,0.5,JP,1712329624
488,pontian kechil,1.4866,103.3896,26.33,83,80,2.91,MY,1712329763
489,portland,45.5234,-122.6762,5.45,91,88,3.13,US,1712329786
490,copala,16.65,-98.9833,27.23,51,1,0.59,MX,1712329764
491,christchurch,-43.5333,172.6333,11.06,84,100,1.54,NZ,1712329549
492,onega,63.9061,38.1404,-5.26,77,2,0.59,RU,1712329489
493,scottburgh,-30.2867,30.7532,22.61,76,11,11.06,ZA,1712329552
494,mosjoen,65.836,13.1908,-0.71,59,75,4.12,NO,1712329755
495,zag,46.9441,99.165,1.39,61,57,2.86,MN,1712329764
496,oranjemund,-28.55,16.4333,16.83,75,4,8.23,NA,1712329764
497,madang,-5.2246,145.7966,25.19,93,100,1.73,PG,1712329727
498,lata,40.1629,-8.3327,26.07,30,100,7.24,PT,1712329764
499,yuyao,30.05,121.1494,11.22,82,100,1.55,CN,1712329765
500,santa cruz,-17.8,-63.1667,31.7,62,75,1.03,BO,1712329703
501,coquimbo,-29.9533,-71.3436,14.85,100,100,1.54,CL,1712329560
502,ishikawa,26.4233,127.8214,22.41,93,40,2.06,JP,1712329765
503,siguiri,11.6667,-9.5,42.68,16,17,1.64,GN,1712329485
504,pionerskiy,54.9508,20.2275,13.91,88,100,3.9,RU,1712329765
505,nuuk,64.1835,-51.7216,-0.66,59,20,6.17,GL,1712329765
506,bamboo flat,11.7,92.7167,28.05,83,40,1.03,IN,1712329766
507,kegeyli shahar,42.7767,59.6078,15.05,60,92,4.23,UZ,1712329766
508,brooks,50.5834,-111.8851,-0.01,98,100,3.09,CA,1712329530
509,beau vallon,-20.4189,57.6953,27.34,87,7,3.21,MU,1712329766
510,pankrushikha,53.8319,80.3406,9.67,76,67,0.61,RU,1712329766
511,bundaberg,-24.85,152.35,21.23,99,93,0.45,AU,1712329766
512,lycksele,64.5954,18.6735,-4.07,68,75,4.63,SE,1712329552
513,starotitarovskaya,45.2136,37.1439,14.26,56,45,4.14,RU,1712329766
514,mount pearl,47.5166,-52.7813,0.47,97,100,5.66,CA,1712329706
515,conceicao da barra,-18.5933,-39.7322,30.0,54,77,2.88,BR,1712329767
516,kyaikkami,16.08,97.5675,28.73,76,93,5.96,MM,1712329767
517,merizo village,13.2658,144.6691,25.85,93,99,8.24,GU,1712329767
518,kerikeri,-35.2268,173.9474,15.79,68,80,2.09,NZ,1712329767
519,kuala tungkal,-0.8167,103.4667,26.7,87,86,0.75,ID,1712329767
520,mittweida,50.9833,12.9833,20.24,62,98,1.34,DE,1712329767
521,urucara,-2.5364,-57.76,27.61,83,92,0.63,BR,1712329767
522,kangding,30.0513,101.9603,8.06,99,100,2.15,CN,1712329767
523,valparaiso,-33.0393,-71.6273,22.3,56,0,4.63,CL,1712329484
524,mumbwa,-14.9783,27.0619,28.46,41,100,2.7,ZM,1712329768
525,houlton,46.1262,-67.8403,3.12,84,100,8.23,US,1712329768
526,jwaneng,-24.6004,24.7303,26.25,44,98,3.32,BW,1712329768
527,murud,18.3258,72.965,28.18,50,30,4.15,IN,1712329768
528,kalianget,-7.05,113.9333,27.6,80,100,2.08,ID,1712329768
529,wewak,-3.5534,143.6268,26.58,87,97,2.6,PG,1712329768
530,kaspiysk,42.8816,47.6392,16.12,51,92,3.0,RU,1712329716
531,sinabang,2.4803,96.3801,27.25,86,48,1.94,ID,1712329525
532,west park,25.9845,-80.1989,23.9,56,0,6.17,US,1712329769
533,hollins,37.3413,-79.9431,9.49,57,20,8.75,US,1712329769
534,bonito,-21.1211,-56.4819,36.2,36,83,1.92,BR,1712329769
535,camana,-16.6228,-72.7111,22.52,86,100,3.15,PE,1712329571
